"scraping_time";"add_information";"company_details";"company_name";"contact_details";"contract_type";"days_online";"job_category";"job_city";"job_description";"job_title";"object_id";"object_link";"requirements";"salary";"views"
"2021-08-05 17:33:29.860531";"";"Shoqëri e grupit Infinity Power shpk, është një shoqëri e telekomunikacionit, call center dhe burimeve njerëzore, prezente ne Shqipëri që nga viti 2018 dhe në Itali prej 2013.";"Infinity Customer Solutions";"e:info@infinitypower.al|w:|t:0692996053";"Part Time";"56 Ditë";"Operator";"Tiranë";"Infinity Costumer Solutions , gruppo di Infinity Power shpk è una società albanese che si occupa dell'attività di telecomunicazioni, call center e
Infinity Costumer Solutions sta cercando AGENTI TELEFONICI per ampliamento dell'attività di teleselling energia.

REQUISITI:

- OTTIMA CONOSCENZA DELLA LINGUA ITALIANA, PARLATA E SCRITTA
- ESPERIENZA IN CALL CENTER
- DISPONIBILITA' IMMEDIATA


CONDIZIONI DI LAVORO:

- Orario di Lavoro - Turno Pomeridiano
- campagna di gestione di teleselling energia
- contratto di lavoro secondo Il Codice di Lavoro Albanese

Ogni candidato in possesso dei requisiti richiesti deve mandare un curriculum nell'indirizzo email: info@infinitypower.al e sarà contattato per un colloquio.

Telefono: 355692996053
Indirizzo: Rruga Don Bosko, Kompleksi Fiori di Bosco, Laprake, Tirane
";"CERCASI AGENTI TELEFONICI - CAMPAGNA LUCE GAS TIRANA";"5503";"http://karriera.al/al/job-inside/5503/cercasi-agenti-telefonici-campagna-luce-gas-tirana";"REQUISITI:

- OTTIMA CONOSCENZA DELLA LINGUA ITALIANA, PARLATA E SCRITTA
- ESPERIENZA IN CALL CENTER
- DISPONIBILITA' IMMEDIATA
";"300";"253"
"2021-08-05 17:33:31.728682";"";"Shoqëri e grupit Infinity Power shpk, është një shoqëri e telekomunikacionit, call center dhe burimeve njerëzore, prezente ne Shqipëri që nga viti 2018 dhe në Itali prej 2013.";"Infinity Customer Solutions";"e:info@infinitypower.al|w:|t:0692996053";"Part Time";"56 Ditë";"Operator";"Tiranë";"Infinity Costumer Solutions, Shoqëri e grupit Infinity Power shpk, është një shoqëri e telekomunikacionit, call center dhe burimeve njerëzore, prezente ne Shqipëri që nga viti 2018 dhe në Itali prej 2013.
Infinity Power shpk è una società albanese che si occupa dell'attività del campo energetico, di ricerca e di telefonia telemarketing.
Infinity Costumer Solutions sta cercando UN TEAM LEADER per ampliamento dell'attività di teleselling energia.

REQUISITI:

- OTTIMA CONOSCENZA DELLA LINGUA ITALIANA, PARLATA E SCRITTA
- ESPERIENZA IN CALL CENTER
- DISPONIBILITA' IMMEDIATA
- PREFERIBILE CHE ABBIA GIA' UNA PROPRIA SQUADRA

CONDIZIONI DI LAVORO:

- Orario di Lavoro - Turno Pomeridiano
- campagna di gestione di teleselling energia
- contratto di lavoro secondo Il Codice di Lavoro Albanese

Ogni candidato in possesso dei requisiti richiesti deve mandare un curriculum nell'indirizzo email: info@infinitypower.al e sarà contattato per un colloquio.

Telefono: 355692996053
Indirizzo: Rruga Don Bosko, Kompleksi Fiori di Bosco, Laprake, Tirane
";"CERCASI TEAM LEADER - CAMPAGNA LUCE GAS TIRANA";"5502";"http://karriera.al/al/job-inside/5502/cercasi-team-leader-campagna-luce-gas-tirana";"REQUISITI:

- OTTIMA CONOSCENZA DELLA LINGUA ITALIANA, PARLATA E SCRITTA
- ESPERIENZA IN CALL CENTER
- DISPONIBILITA' IMMEDIATA
- PREFERIBILE CHE ABBIA GIA' UNA PROPRIA SQUADRA
";"300";"230"
"2021-08-05 17:33:34.099362";"";"";"Overview DMC";"e:info@overviewdmc.com|w:|t:";"Full Time";"299 Ditë";"Kuzhinier/e";"Kavajë";"Per te gjithe te apasionuarit ne Turizem dhe Hoteleri, vjen nje mundesi e re!
""Fllad"" Resort & SPA,
ne zonen me te bukur te Golemit, prane detit dhe pishave, çel dyert per here te pare kete sezon.
I ndertuar me nje koncept bashkekohor, ne strukture dhe menaxhim, eshte nje mundesi e rralle per ata qe kane eksperience por e dhe per ata qe deshirojne te futen ne kete sektor. Nese deshironi ti jepni nje dimension tjeter karrieres tuaj aplikoni:
Menaxher/e Rezervimesh
Koordinator/e Rezervimesh
Financier/e
Recepsionist/e
Kuzhinier/e
Pasticier/e
Ndihmes Kuzhinier/e
Kamarier/e
Banakier/e
 
Te gjithe te interesuarit te dergojne CV ne adresen e meposhtme :
info@overviewdmc.com
";"""Fllad"" Resort &SPA;  - te gjitha pozicionet e hapura!";"5273";"http://karriera.al/al/job-inside/5273/quot-fllad-quot-resort-amp-spa-te-gjitha-pozicionet-e-hapura";"Paga dhe kushtet e punes shume te mira.
";"";"736"
"2021-08-05 17:33:36.944482";"";"Ofrojme Pune ne Call Center .

Gjuha : Italiane , Gjermane , Spanjolle , Greke.

Operator , Team Leader , Retention etc 


";"Operator Call-Center";"e:bisheva11@outlook.com|w:|t:0683997960";"Full Time";"179 Ditë";"Operator";"Tiranë";"
Operator Forex 
Italisht 
Gjermanisht
Spanjisht
Greqisht 
Anglisht me Exp  mbi ne vit 

";"Forex";"5212";"http://karriera.al/al/job-inside/5212/forex";" 
Me dhe pa eksperience .
";"400-600 Euro ";"504"
"2021-08-05 17:33:39.821108";"";"";"AUTOFRANCEAL";"e:aftersales@citroen.com.al|w:|t:";"Full Time";"3039 Ditë";"Riparim dhe Mirëmbajtje";"Tiranë";"Kompania “AUTO FRANCE -AL” shpk, distributor zyrtar i markes CITROËN ne Shqiperi,
kerkon te punesoje LAVAZHIER.

Kerkohet qe aplikanti te plotesoje kerkesat e meposhtme:
- Mosha deri ne 35 vjec;
- me eksperience pune te meparshme;

PAGESA MUJORE SHUME E KENAQSHME (e negociueshme).

Nese mendoni qe i plotesoni kerkesat e mesiperme, jeni te lutur te me kontaktoni me numrin e telefonit 0676091777,
ose te me takoni personalisht ne ambientet e Citroen ne Tirane
";"LAVAZHIER ME EKSPERIENCE PUNE";"5386";"http://karriera.al/al/job-inside/5386/lavazhier-me-eksperience-pune";"Kerkohet qe aplikanti te plotesoje kerkesat e meposhtme:
- Mosha deri ne 35 vjec;
- me eksperience pune te meparshme;
";"41000";"571"
"2021-08-05 17:33:42.729959";" 
 
 
";"Italian Network Shpk è una società di consulenza aziendale presente a Tirana dal 2004.
 I nostri servizi rivolti alle aziende sono di Business Consulting, Taxation & Accounting, HR Management, Networking & Events.
La divisione di HR Management (Job in Albania) si occupa di ricerca e selezione del personale, attività di head hunting per figure manageriali, valutazione del personale  attraverso somministrazione di test(Thalento), career coaching, formazione manageriale.";"Job In Albania";"e:selezione@jobinalbania.com|w:www.jobinalbania.com|t:+355699784234";"Full Time";"148 Ditë";"Operator";"Tiranë";"JOB IN ALBANIA, agenzia di reclutamento con sede a Tirana, cerca a nome di una prestigiosa impresa con sede in Italia e Albania, operatori inbound in lingua italiana per la gestione di un servizio di Customer Care
Offriamo:
• Formazione iniziale retribuita;
• Contesto internazionale e ambiente di lavoro dinamico;
• Orari flessibili a turno;
• Attenzione alle esigenze delle persone (equilibrio work-life);
• Opportunità di crescita all'interno dell'impresa;
• Formazione continua e riconoscimento dell'impegno di lavoro;
• Eventi aziendali;
Responsabilità:
• assistenza clienti tramite servizi multicanali (telefono; posta elettronica; chat; web; social network);
• Gestione delle chiamate dei clienti per informazioni, chiarimenti o gestione delle lamentele;
• Aggiornamento continuo delle procedure, dei prodotti e dei servizi forniti;
Qualificazioni:
• Diploma della scuola superiore;
• Livello minimo di italiano B2;
• Buona conoscenza dell'uso del PC (livello intermedio);
Abilità richieste:
• Ottime abilità interpersonali, comunicazione e mostra;
• Propensione a lavorare di squadra, risolvere i problemi e concentrarsi sui risultati;
• Buona predisposizione ai cambiamenti innovativi e all'apprendimento;
• massima affidabilità puntualità, precisione e organizzazione;
• Disponibilità per lavorare a turni;
• Luogo di lavoro Tirana (Arena Center)
Stipendio 450 leke ora
 
Gli interessati possono inviare il proprio CV su:
selezione@jobinalbania.com
www.jobinalbania.com
Tel + 355693116655
 
 
 
 
 
 
 
 
";"OPERATORI INBOUND (italiano) ";"4547";"http://karriera.al/al/job-inside/4547/operatori-inbound-italiano";"Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"410 leke ne ore";"6860"
"2021-08-05 17:33:45.086717";"Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
 
Those who are interested can send their CV to our email address:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"Italian Network Shpk è una società di consulenza aziendale presente a Tirana dal 2004.
 I nostri servizi rivolti alle aziende sono di Business Consulting, Taxation & Accounting, HR Management, Networking & Events.
La divisione di HR Management (Job in Albania) si occupa di ricerca e selezione del personale, attività di head hunting per figure manageriali, valutazione del personale  attraverso somministrazione di test(Thalento), career coaching, formazione manageriale.";"Job In Albania";"e:selezione@jobinalbania.com|w:www.jobinalbania.com|t:+355699784234";"Full Time";"148 Ditë";"Operator";"Tiranë";"OPERATOR CONTACT CENTER (INBOUND) GJERMANISHT
JOB IN ALBANIA, agjensi rekrutimi me seli ne Tirane, kerkon ne emer te nje kompanie prestigjoze me seli si ne Itali edhe ne Shqiperi , Operatore Contact Center ne gjuhen Gjermane per menaxhimin e nje Customer Care.
Sherbime te call & contact center ne outsourcing
Ofrohet:
•    Trajnim Online
•    Sistem pune nga shtepia
•    Kontekst nderkombetar dhe ambient pune dinamik
•    Kontrate pune fillimisht si fillim me afat të caktuar për të pasuar në një kontrat me periudhë të pacaktuar me nje orar javor nga 30 deri ne 40 oresh.
•    Orar fleksibes me turne
•    Perkujdesje ndaj nevojave te personave (work-life balance)
•    Mundesi rritje brenda kompanise
•    Trajnim I vazhdueshem dhe vleresim ndaj perkushtimit te treguar per punen
•    Evente te kompanise
Pergjegjesia:
•    Asistence klienteve nepermjet sherbimeve te kanaleve te ndyshem (telefon; e-mail; chat; web; social media)
•    Menaxhim I telefonatave te klienteve per informacione, sqarime ose te ankesave te tyre
•    Azhornim i vazhdueshem i procedurave, produkteve dhe sherbimeve te ofruara
Kualifikimet:
•    Diplom Shkolle e mesme
•    Niveli minimal I gjuhes Gjermane B2
•    Njohje e ndonje gjuhe tjeter te huaj (jo e detyrueshme)
•    Njohuri te mira te perdorimit te PC-se (niveli i ndermjetem)
Aftesi te kerkuara:
•    Aftesi te shkelqyera ndernjerezore, komunikuese dhe ekspozite
•    Prirje per te punuar ne grup, per te zgjidhur problemet dhe per t’u perqendruar ne rezultate
•    Predispozite e mire ndaj ndryshimeve inovative dhe te mesuarit
•    Besueshmeri maksimale, perpikmeri, saktesi dhe organizim
•    Gatishmeri per te punuar ne turne
•    Gatishmeri per te punuar ne Tirane ose nepermjet smart working direkt nga shtepia
 
Te interesuarit mund te dergojne CV-ne e tyre ne:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"OPERATOR INBOUND (GJERMANISHT) ";"4696";"http://karriera.al/al/job-inside/4696/operator-inbound-gjermanisht";"Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
 
Those who are interested can send their CV to our email address:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"";"4668"
"2021-08-05 17:33:46.971114";"I candidati possono inviare il cv a:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
 
Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
 
";"Italian Network Shpk è una società di consulenza aziendale presente a Tirana dal 2004.
 I nostri servizi rivolti alle aziende sono di Business Consulting, Taxation & Accounting, HR Management, Networking & Events.
La divisione di HR Management (Job in Albania) si occupa di ricerca e selezione del personale, attività di head hunting per figure manageriali, valutazione del personale  attraverso somministrazione di test(Thalento), career coaching, formazione manageriale.";"Job In Albania";"e:selezione@jobinalbania.com|w:www.jobinalbania.com|t:+355699784234";"Full Time";"8 Ditë";"Art/Design";"Tiranë";"Job in Albania, la Divisione delle Risorse Umane di ‘IN Italian Network sh.p.k.’, per conto di un'azienda cliente con sede a Kashar (Tirana), ricerca un:
GRAPHIC DESIGNER

La risorsa inserita, si occuperà della realizzazione e sviluppo di progetti grafici a supporto di un’ampia varietà di prodotti del settore stampa, della creazione di loghi ed infografica.

Requisiti necessari:

- diploma/laurea ;
- esperienza pregressa di almeno 3 - 5 anni presso tipografie o agenzie di grafica;
- Conoscenza dalla suite Adobe in particolar modo Photoshop, Illustrator e Indesign, gradita conoscenza di Autocad;
- Completano il profilo la capacità di lavorare in Team ad Attidutini creative;
- buona conoscenza Inglese;

Orario lavoro 08:00 – 17:00 dal lunedì al sabato.

Stipendio: 60 mila lek

I candidati possono inviare il cv a:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655



Job in Albania , dega e Burimeve Njerëzore e ‘IN Italian Network sh.p.k.’, në emër të një kompanie kliente me seli në Kashar kërkon:
GRAPHIC DESIGNER
I punesuari do të kujdeset për krijimin dhe zhvillimin e projekteve grafike për të mbështetur një larmi të gjerë të produkteve në sektorin e shtypit, krijimin e logove dhe infografikës.

Kandidatëve u kërkohet:
- Diplomë universitare/shkolle e lartë;
- përvoja të mëparshme prej të paktën 3 - 5 vjet në tipografi ose agjensi dizajnit grafik;
- Njohuri të Adobe suite veçanërisht Photoshop, Illustrator dhe Indesign, (vlerësohet njohuritë e Autocad);
- Aftësi për të punuar në ekip dhe me qasje creative;
- Njohuri të mirë të gjuhës angleze;

Orari i punës 08:00-17:00 nga e hëna në të shtunë
Paga: 60'000 lek

Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"GRAPHIC DESIGNER ";"4693";"http://karriera.al/al/job-inside/4693/graphic-designer";"I candidati possono inviare il cv a:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
 
Të interesuarit të dërgojnë CV në adresën:
selezione@jobinalbania.com
www.jobinalbania.com
Tel +355693116655
";"60'000 LEKE";"3948"
"2021-08-05 17:33:48.901155";"To apply please submit your resume at:
selezione@jobinalbania.com
www.jobinalbania.com

 
";"Italian Network Shpk è una società di consulenza aziendale presente a Tirana dal 2004.
 I nostri servizi rivolti alle aziende sono di Business Consulting, Taxation & Accounting, HR Management, Networking & Events.
La divisione di HR Management (Job in Albania) si occupa di ricerca e selezione del personale, attività di head hunting per figure manageriali, valutazione del personale  attraverso somministrazione di test(Thalento), career coaching, formazione manageriale.";"Job In Albania";"e:selezione@jobinalbania.com|w:www.jobinalbania.com|t:+355699784234";"Full Time";"8 Ditë";"IT";"Tiranë";"Job in Albania, ne emer te nje prej klienteve tane,e specializuar ne sherbime informatike si dhe ne teknologjine Microsoft, eshte duke kerkuar: 

 Developer Microsoft Dynamics 365
Kerkohet njohja e gjuhes C/AL ose Al per produktin Microsoft Dynamics 365 Business Central (jo Microsoft Dynamics per shitje).
Kerkohet te kete eksperience si Developer Microsoft 365 Business Central.
Preferohet njohje e mire e gjuhes italiane, ose e gjuhes angleze. Gjithashtu njohje e SQL Server ose NET Framework.
Vendodhja e punes do jete ne Tirane.
Paga 1200 euro neto.

Te interesuarit te dergojne CV ne adresen e email: selezione@jobinalbania.com
 
To apply please submit your resume at:
selezione@jobinalbania.com
www.jobinalbania.com
";"Developer Microsoft Dynamics 365";"4137";"http://karriera.al/al/job-inside/4137/developer-microsoft-dynamics-365";"Kerkohet njohja e gjuhes C/AL ose Al per produktin Microsoft Dynamics 365 Business Central (jo Microsoft Dynamics per shitje).
Kerkohet te kete eksperience si Developer Microsoft 365 Business Central.
Preferohet njohje e mire e gjuhes italiane, ose e gjuhes angleze. Gjithashtu njohje e SQL Server ose NET Framework.
";"1200 neti";"7521"
"2021-08-05 17:33:50.832148";"";"MAS Net SHPK è un'azienda di servizi di telecomunicazione, con sede a Durazzo specializzata nella consulenza commerciale nei canali Business e Residenziale, per quanto riguarda i servizi  outbound, inbound, customer care, survey, digital marketing.
Ambiente giovane, dinamico, flessibile, attento alle esigenze dei propri collaboratori.
Se vivi a Durazzo, parli bene italiano, hai voglia di metterti in gioco con un lavoro stimolante e ben retribuito, invia il tuo cv a selezione@masnet.al";"MAS Net SHPK";"e:selezione@masnet.al|t:+355694670389";"Full Time";"56 Ditë";"Operator";"Tiranë";"Përmes evolucionit, sot Webhelp është një udhëheqës global me 70,000 njerëz, në outsourcing e proceseve të biznesit (BPO). Ne jemi të specializuar në outsourcing e përvojës së klientit, por aftësitë tona shtrihen në të gjithë kanalet zanore, sociale dhe dixhitale. Shërbimet tona me burime të jashtme janë zgjeruar gjithashtu duke përfshirë menaxhimin e pagesave, shitjet dhe shërbimet e marketingut. Tani po kërkojmë staf për Shërbimin ndaj Klientit ne gjuhen Gjermane


Kandidati ideal do të jetë në gjendje të:

 
Kontakti përmes telefonit, chat dhe postës elektronike me klientët për të zgjidhur çdo çështje ose ankese
Aftësia për të qëndruar i përqendruar dhe i organizuar për të trajtuar saktë kërkesën e klientit në kohën e duhur
Raportoni vazhdimisht çështje të reja dhe ndërlidhni në mënyrë aktive me udhëheqësit e ekipit dhe kolegët për të optimizuar përvojën e përgjithshme të klientëve
Përgjegjës për mbajtjen e një niveli të lartë të profesionalizmit me klientët dhe punën për krijimin e një marrëdhënie pozitive me çdo telefonues
Duhet të jetë në gjendje të përdorë mjetet CRM dhe softuerin përkatës për të trajtuar çdo kontakt

Kompetencat dhe kualifikimet kryesore:
 
Fokusi te klienti, ndjeshmëria dhe vëmendja ndaj detajeve janë kompetencat thelbësore
Niveli i aftësisë së gjuhës GJERMANE (niveli B2, C1)
I shpejtë ne te shkruar, minimum 40 fjale per minute
Aftësia për të trajtuar situatat dhe kontaktet stresuese
Preferohet përvojë e mëparshme në kete role
Në gjendje të punojë shpejt dhe në mënyrë efektive
Të gatshëm për të bashkëpunuar me drejtuesit e ekipit dhe kolegët për të përmirësuar kënaqësinë e klientit
Kërkesat minimale - Diploma e Shkollës së Mesme

Bëhuni pjesë e një prej kompanive më të mëdha në outsourcing global. Bashkohuni me një mjedis pune dinamik dhe argëtues me një zonë relaksuese dhe hierarki të sheshtë me mundësi të shkëlqyera për të zhvilluar aftësitë tuaja. Ju lutemi vini re gjithashtu se WebHelp është një punëdhënës me mundësi të barabarta dhe mirëpret aplikimet nga të gjithe dhe nuk bën diskriminim për shkak të racës, fesë ose besimit, origjinës etnike ose kombëtare, paaftësisë, moshës, shtetësisë, statusit martesor ose civil, orientimi seksual, ose identiteti gjinor.


Nëse mendoni se jeni të përshtatshëm për këtë pozicion dhe ju pëlqejnë sfidat, atëherë dërgoni CV-në tuaj në adresën: selezione@masnet.al

  selezione@masnet.al
";" OPERATOR CUSTOMER SERVICE  gjuhen gjermanisht";"5107";"http://karriera.al/al/job-inside/5107/operator-customer-service-gjuhen-gjermanisht";"Te interesuarit jane te lutur te na nisni cv-ne  ne e-mail:
 selezione@masnet.al
 
";"450 leke ora";"1209"
"2021-08-05 17:33:54.451333";"";"Company 

Established in 1998, UniComs is a multinational health-care company which specializes in home diagnostics products. UniComs AG is based in Zürich, Switzerland, 

with operations in the CEE and MENA regions. 

Our credo is: Diagnostics you can trust at home. 

We are inspired by home diagnosis. By the right and freedom of every person to know his/her health status. 

All of our products stand for accuracy, ease of use and innovative technology. 

As experts in developing leading brands, we offer a business franchise to drive our partners to leadership positions in their local diagnostics markets. 

We provide customized know how, strategy and continues support. 

 ";"Unicoms Switzerland GmbH";"e:jbanushi@unicoms.com|w:www.unicoms.com|t:+355692320283";"Full Time";"26 Ditë";"Business development";"Tiranë";"Medical Representative 
Company 
Established in 1998, UniComs is a multinational health-care company which specializes in home diagnostics products. UniComs AG is based in Zürich, Switzerland, 
with operations in the CEE and MENA regions. 
Our credo is: Diagnostics you can trust at home. 
We are inspired by home diagnosis. By the right and freedom of every person to know his/her health status. 
All of our products stand for accuracy, ease of use and innovative technology. 
As experts in developing leading brands, we offer a business franchise to drive our partners to leadership positions in their local diagnostics markets. 
We provide customized know how, strategy and continues support. 
 
Work Profile 
The Medical Representative has the following duties: 
 
To promote and make presentation of the products to doctors; 
To develop and maintain close relationships with current and potential network; 
Provide a total coverage of the regional area of responsibility; 
Report periodically on the performance of products; 
 
What we offer: 
Very good remuneration, related with the results 
Company trainings 
Continuously developing environment 
5 Day working week
Social Program 
A company car, laptop & phone
";"Medical Representative";"5394";"http://karriera.al/al/job-inside/5394/medical-representative";"Skills and qualifications: 
 
University Degree 
Previous experiences in this area 
Knowledge of pharmaceutical market 
Excellent communication and negotiation skills 
Sales approach  
Planning work effectively and ability to comply to strict deadlines  
Very good knowledge of English 
Vehicle driving license, class B 
Ready to travel in the districts 
";"";"343"
"2021-08-05 17:33:56.349389";"Ne qender te Tiranes kerkohet staff ne sektore te ndryshme per hapjen e nje Hotel te ri 4 yje ne qender te Tiranes . Pozicionet e lira : Kamarier Restoranti . eksperienc minimale 2 vjecare gjuhe te huaj angleze e domosdoshme Banakier : eksperience minimale 2 vjecare , kapacitet bar edhe cocktaile Kamarier : eksperienc minimale 2 vjecare Picier : eksperienc minimale 2 vjecare Receptionist : eksperienc e kerkuara ne te njejtin pozicion minimal 2vjecare ne hotele me kapacitet te medha Sanitare ne cdo sektor puna artikullohet ne 8 ore ditore 6 dite ne jave. Me sigurime Per kandidatura Tel 0676960869 Email: management@vh-hotels.com
";"";"kallollari";"e:mANAGEMENT@VH-HOTELS.COM|w:|t:";"Full Time";"1609 Ditë";"Hoteleri/Turizëm";"Tiranë";"Ne qender te Tiranes kerkohet staff ne sektore te ndryshme per hapjen e nje Hotel te ri 4 yje ne qender te Tiranes . Pozicionet e lira : Kamarier Restoranti . eksperienc minimale 2 vjecare gjuhe te huaj angleze e domosdoshme Banakier : eksperience minimale 2 vjecare , kapacitet bar edhe cocktaile Kamarier : eksperienc minimale 2 vjecare Picier : eksperienc minimale 2 vjecare Receptionist : eksperienc e kerkuara ne te njejtin pozicion minimal 2vjecare ne hotele me kapacitet te medha Sanitare ne cdo sektor puna artikullohet ne 8 ore ditore 6 dite ne jave. Me sigurime Per kandidatura Tel 0676960869 Email: management@vh-hotels.com
";" Receptionist Sanitare Banakier Kamarier Kuzhine Staff Hotel";"5382";"http://karriera.al/al/job-inside/5382/receptionist-sanitare-banakier-kamarier-kuzhine-staff-hotel";"Ne qender te Tiranes kerkohet staff ne sektore te ndryshme per hapjen e nje Hotel te ri 4 yje ne qender te Tiranes . Pozicionet e lira : Kamarier Restoranti . eksperienc minimale 2 vjecare gjuhe te huaj angleze e domosdoshme Banakier : eksperience minimale 2 vjecare , kapacitet bar edhe cocktaile Kamarier : eksperienc minimale 2 vjecare Picier : eksperienc minimale 2 vjecare Receptionist : eksperienc e kerkuara ne te njejtin pozicion minimal 2vjecare ne hotele me kapacitet te medha Sanitare ne cdo sektor puna artikullohet ne 8 ore ditore 6 dite ne jave. Me sigurime Per kandidatura Tel 0676960869 Email: management@vh-hotels.com
";"50000";"402"
"2021-08-05 17:33:59.237650";"";"";"dpconsulenze srl";"e:e.cakaj@dpconsulenze.com|w:|t:";"Full Time";"664 Ditë";"IT";"Tiranë";"Kompania italiane Dpconsulenze srl me qender ne Milano, Itali kerkon nje inxhinier sistemesh /IT qe te punoje nga distanca.
Kandidati duhet te kete njohuri sa me te plota dhe eksperience te pakten dy vjecare ne
-Sisteme Hardware (PC client, Server, Printer etj)
-Sisteme Software ( OS Windows, Linux, OSX etj)
-Server te postes elektronike (Exchange, Office 365, Mdaemon )
-Networking njohja dhe konfigurimi i aparateve Switch, Firewall, etj
 
";"Oferte pune per  inxhinier sistemesh /IT ";"5359";"http://karriera.al/al/job-inside/5359/oferte-pune-per-inxhinier-sistemesh-it";"Nepermjet nje sistemi ticketing duhet te zgjidhe problematikat  dhe mundesisht te kete eksperience ne  keto veprimtari:
-Te kete njohuri dhe te konfiguroje account ne Active Directory dhe Exchange/Office 365
-Te jete i afte ne Windows troubleshooting
-Te njohe mire programet e paketes Office
-Te jete ne gjendje te njohe mire dhe te kete aftesi trouble shooting te programeve te postes elektronike si Outlook, Thunderbird, Mail etj
- Te kete njohuri e te gjidhe problematikat e Networking dhe PC connectivity
-Te kete njohuri dhe te zgjidhe problematikat ne fusha si Antivirus, Vpn, Remote Desktop, programe si Teamviewer, Java, Adobe etj
Mundesisht preferohen kandidate qe kane njohje te gjuhes italiane, njohja e gjuhes angleze do ishte gjithashtu e vlefshme. Intervista do te behet mundesisht nepermjet Skype ose Teams ne shqip dhe italisht/anglisht.Mund te dergoni CV ne italisht ose anglisht ne job@dpconsulenze.it
";"";"447"
"2021-08-05 17:34:01.107908";"Minimum requirements
1. Knowledge of finance, accounting, budgeting, and cost control principles including Generally Accepted Accounting Principles. Ability to analyze financial data and prepare financial reports, statements and projections.
2. Knowledge of Microsoft Office. Computer literate with the ability to learn new software applications. Duties require professional verbal and written communication skills in English and German. Visibility of work requires attention to detail, excellent organizational skills, and discretion with confidential information.
3. Work requires willingness to work a flexible schedule.

Avantazhet:
Kushte komode pune.
Zhvillim aftesish dhe rritje ne karrier.
Page e kenaqshme.


Te gjithe te interesuarit te dergojne CV ne email (CV vetem ne gjuhen Angleze)

info@itoalbania.com
";"";"ITO Albania";"e:ito_albania_hr@yahoo.com|w:|t:";"Full Time";"132 Ditë";"Asistent/e";"Tiranë";"Job Description
Title: Accounting / Secretary
Department: General
Language: German (C1) , English (C1)
Reports to: CEO / Manager
Location: Tirana, Albania
Type: Full Time
";"SEKRETARE/ACCOUNTING GJERMANISHT 600EUR";"5358";"http://karriera.al/al/job-inside/5358/sekretare-accounting-gjermanisht-600eur";"Job summary:
Apply principles of accounting to analyze financial information and prepare financial reports by compiling information, preparing profit and loss statements, and utilizing appropriate accounting control procedures. Provide personal administrative support. Duties include general clerical, receptionist and project based work. Project a professional company image through email and phone interaction.

Summary of essential job functions
· Answer phone calls-Emails/ relay messages
· Schedule appointments and track calendars
· Schedule travel arrangements
· Use Quick books/ tracking and accounting of business financials and billing
· Organize and file documentation
· Submit and receive document billing/application and filing for business transactions
· Answer simple inquiries related to business workings and project premise
· Perform general clerical duties to include but not limited to: photocopying, mailing, and filing.
· Be a cheerful representative of the company and relay a helpful and accommodating environment
· Other duties as assigned.
";"600EUR/Muaj";"438"
